Query	RS_Number	R2	GWAS_Trait	P_value	PMID
rs6710091	rs79716074	0.973467644777114	Low molecular weight phosphotyrosine protein phosphatase levels	4e-303	36168886
rs6710091	rs58461606	0.966547293042135	Blood protein levels	0	30072576
rs6710091	rs7605824	0.959440465855479	Estimated glomerular filtration rate (creatinine)	5e-20	35710981
rs6710091	rs7566279	0.958451020898533	Low molecular weight phosphotyrosine protein phosphatase levels	0	34648354
rs6710091	rs3791221	0.95518258188227	Blood urea nitrogen levels	2e-07	31152163
rs6710091	rs3791221	0.95518258188227	Estimated glomerular filtration rate	2e-10	31152163
rs6710091	rs3791221	0.95518258188227	Estimated glomerular filtration rate	1e-11	31152163
rs6710091	rs3791221	0.95518258188227	Blood urea nitrogen levels	7e-26	34594039
rs6710091	rs2290911	0.94927208968099	Height	5e-07	29782485
rs6710091	rs2290911	0.94927208968099	Large artery stroke	6e-06	28265093
rs6710091	rs2290911	0.94927208968099	Height	8e-112	36224396
rs6710091	rs2126129	0.941147228787264	Low molecular weight phosphotyrosine protein phosphatase levels	3e-287	34814699
rs6710091	rs114976176	0.914487849562585	Smoking initiation (ever regular vs never regular)	6e-09	30643251
rs6710091	rs59937473	0.886403792087758	Protein quantitative trait loci	3e-67	32492067
rs6710091	rs59937473	0.886403792087758	Smoking initiation (ever regular vs never regular) (MTAG)	2e-07	30643251
rs6710091	rs17714252	0.878575971359278	Cerebrospinal fluid biomarker levels	5e-09	28031287
rs6710091	rs17714252	0.878575971359278	Retinal vascular fractal dimension	2e-07	34743558
rs6710091	rs7601944	0.876405149985028	Smoking initiation	4e-15	36477530
rs6710091	rs11553746	0.875310498182565	Low molecular weight phosphotyrosine protein phosphatase levels	1e-257	28240269
rs6710091	rs11553746	0.875310498182565	High density lipoprotein cholesterol levels	2e-07	29083408
rs6710091	rs11553746	0.875310498182565	High density lipoprotein cholesterol levels	7e-15	29083408
rs6710091	rs11553746	0.875310498182565	Large artery stroke	4e-06	28265093
rs6710091	rs55753056	0.869460830875673	Height	2e-22	30595370
rs6710091	rs62114548	0.846725962732625	Retinal vascular fractal density	2e-09	34743558
rs6710091	rs62114538	0.825945931001907	Triglyceride levels	6e-12	34887591
rs6710091	rs17713879	0.823920285174706	Low molecular weight phosphotyrosine protein phosphatase levels	2e-215	28240269
rs6710091	rs17713879	0.823920285174706	Smoking initiation	1e-10	36477530
rs6710091	rs17713879	0.823920285174706	Blood pressure (pleiotropy model 2 SBP adjusted for estimated causal effects x DBP)	1e-09	34989438
rs6710091	rs17713879	0.823920285174706	Blood pressure (pleiotropy model 1 DBP adjusted for estimated causal effects x SBP)	1e-10	34989438
rs6710091	rs17713879	0.823920285174706	Triglyceride levels	3e-10	34887591
rs6710091	rs17713879	0.823920285174706	Aging (eyeAgeAcceleration)	6e-50	36975205
rs6710091	rs60843830	0.817413425343089	Spherical equivalent (joint analysis main effects and education interaction)	4e-08	27020472
rs6710091	rs60843830	0.817413425343089	Spherical equivalent (joint analysis main effects and education interaction)	1e-09	27020472
rs6710091	rs60843830	0.817413425343089	Adventurousness	7e-10	30643258
rs6710091	rs79154857	0.792627466532873	Pulse pressure	5e-08	34594039
rs6710091	rs62114506	0.770899000063918	Gamma glutamyl transpeptidase	3e-14	34594039
rs6710091	rs62114506	0.770899000063918	Apolipoprotein A1 levels	3e-10	32203549
rs6710091	rs62114506	0.770899000063918	Liver enzyme levels (gamma-glutamyl transferase)	4e-13	35810165
rs6710091	rs62114506	0.770899000063918	HDL cholesterol levels	8e-10	36333282
rs67111717	rs67111717	1	Multiple sclerosis	3e-21	31604244
rs67111717	rs4976646	0.972132013023064	Multiple sclerosis	4e-18	24076602
rs67111717	rs4976646	0.972132013023064	Blood urea nitrogen levels	1e-19	31152163
rs67111717	rs4976646	0.972132013023064	Chronic kidney disease	2e-10	31152163
rs67111717	rs4976646	0.972132013023064	Crohn's disease	3e-08	26192919
rs67111717	rs4976646	0.972132013023064	Ulcerative colitis	3e-09	26192919
rs67111717	rs4976646	0.972132013023064	Inflammatory bowel disease	3e-12	26192919
rs67111717	rs4976646	0.972132013023064	Tumor necrosis factor receptor 2 levels	4e-10	33067605
rs67111717	rs4976646	0.972132013023064	Inflammatory bowel disease	4e-09	28067908
rs67111717	rs4976646	0.972132013023064	Ulcerative colitis	4e-08	28067908
rs67111717	rs4976689	0.968920266947255	Eosinophil counts	4e-18	34594039
rs67111717	rs6556313	0.963200619681623	Eosinophil counts	2e-20	32888493
rs67111717	rs6556313	0.963200619681623	Eosinophil counts	1e-16	32888494
rs67111717	rs6556313	0.963200619681623	Eosinophil percentage of white cells	1e-11	32888494
rs67111717	rs6556313	0.963200619681623	Calcium levels	1e-12	33887147
rs67111717	rs6556313	0.963200619681623	Eosinophil counts	1e-21	30595370
rs67111717	rs10051765	0.813735556691507	Vitamin C levels	4e-09	33203707
rs67111717	rs10051765	0.813735556691507	Kidney stones	8e-15	31729369
rs67111717	rs56235845	0.748687034966832	Hematocrit	9e-11	27863252
rs67111717	rs56235845	0.748687034966832	Hemoglobin concentration	1e-09	27863252
rs67111717	rs56235845	0.748687034966832	Kidney stones	3e-21	31729369
rs67111717	rs56235845	0.748687034966832	Hemoglobin levels	7e-16	32327693
rs67111717	rs11135015	0.747304718473038	Eosinophil counts	4e-21	32888493
rs67111717	rs4976647	0.717454954276516	Calcium levels	7e-18	34594039
rs67111717	rs12654812	0.655224905984877	Renal function-related traits (sCR)	5e-07	22797727
rs67111717	rs12654812	0.655224905984877	Renal function-related traits (eGRFcrea)	2e-07	22797727
rs67111717	rs12654812	0.655224905984877	Kidney stones	6e-11	26272126
rs67111717	rs12654812	0.655224905984877	Inflammatory bowel disease	2e-08	23128233
rs67111717	rs12654812	0.655224905984877	Serum phosphate levels	2e-86	33462484
rs67111717	rs12654812	0.655224905984877	Urea levels	4e-26	33462484
rs67111717	rs12654812	0.655224905984877	Urate levels	2e-11	33462484
rs67111717	rs12654812	0.655224905984877	Cystatin C levels	7e-72	33462484
rs67111717	rs12654812	0.655224905984877	Creatinine levels	7e-40	33462484
rs67111717	rs12654812	0.655224905984877	Estimated glomerular filtration rate	3e-38	33462484
rs67111717	rs12654812	0.655224905984877	Calcium levels	5e-13	33462484
rs67111717	rs35716097	0.654984202577041	Phosphorus levels	2e-23	29403010
rs67111717	rs35716097	0.654984202577041	Glomerular filtration rate	4e-09	27588450
rs67111717	rs35716097	0.654984202577041	Glomerular filtration rate	6e-07	27588450
rs67111717	rs35716097	0.654984202577041	Glomerular filtration rate	2e-17	27588450
rs6715189	rs12618864	0.689404700831039	Interleukin-19 levels	6e-13	36168886
rs67303849	rs6705511	0.752653094598621	Self-reported math ability	4e-09	30038396
rs67303849	rs6705511	0.752653094598621	Self-reported math ability (MTAG)	3e-10	30038396
rs67303849	rs34276187	0.746482702095445	Highest math class taken (MTAG)	2e-08	30038396
rs6733550	rs58588820	0.974548237791576	Total cholesterol levels	1e-09	34887591
rs6733550	rs58588820	0.974548237791576	Total cholesterol levels	8e-11	34887591
rs6733550	rs6547629	0.88315432654742	Height	3e-09	36224396
rs6733550	rs10206961	0.638602994082487	Parental longevity (father's age at death)	2e-06	31484785
rs6739323	rs6743685	0.711067680154239	Height	1e-35	30595370
rs6739323	rs6715793	0.659296544661019	Waist circumference adjusted for body mass index	7e-07	25673412
rs6739323	rs6715793	0.659296544661019	Waist circumference adjusted for body mass index	4e-06	28448500
rs6739323	rs6715793	0.659296544661019	Waist circumference adjusted for body mass index	5e-08	28448500
rs6739323	rs6715793	0.659296544661019	Waist circumference adjusted for body mass index	5e-06	28448500
rs6739323	rs6715793	0.659296544661019	Waist circumference adjusted for body mass index	8e-08	28448500
rs6739323	rs6715793	0.659296544661019	Waist circumference adjusted for BMI in non-smokers	1e-06	28443625
rs6739323	rs6715793	0.659296544661019	Waist circumference adjusted for BMI (joint analysis main effects and smoking interaction)	2e-07	28443625
rs6739323	rs6715793	0.659296544661019	Waist circumference adjusted for BMI (adjusted for smoking behaviour)	2e-07	28443625
rs6739323	rs6715793	0.659296544661019	Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction)	2e-06	28448500
rs6739323	rs6715793	0.659296544661019	Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction)	2e-06	28448500
rs6739323	rs6715793	0.659296544661019	Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction)	1e-08	28448500
rs6739323	rs6715793	0.659296544661019	Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction)	3e-08	28448500
rs6739323	rs6715793	0.659296544661019	Waist circumference adjusted for BMI in active individuals	2e-07	28448500
rs6739323	rs6715793	0.659296544661019	Waist circumference adjusted for BMI in active individuals	1e-06	28448500
rs6739323	rs6715793	0.659296544661019	Waist circumference adjusted for body mass index	1e-08	25673412
rs6739323	rs6715793	0.659296544661019	Height	4e-37	36224396
rs6739323	rs6715793	0.659296544661019	Height	3e-16	36224396
rs6739323	rs6715793	0.659296544661019	Height	1e-300	36224396
rs6739323	rs4637087	0.652387420433237	Waist circumference adjusted for body mass index	3e-10	31669095
rs6739323	rs12104955	0.637126548586675	Carpal tunnel syndrome	4e-08	30833571
rs6739517	rs6705511	0.732532988626945	Self-reported math ability	4e-09	30038396
rs6739517	rs6705511	0.732532988626945	Self-reported math ability (MTAG)	3e-10	30038396
rs6739517	rs34276187	0.726316296613324	Highest math class taken (MTAG)	2e-08	30038396
rs674230	rs659529	0.996470203948668	Asthma or allergic disease (pleiotropy)	6e-11	29785011
rs674230	rs659529	0.996470203948668	Allergic disease (asthma, hay fever or eczema)	1e-10	29785011
rs674230	rs659529	0.996470203948668	Atopic dermatitis	5e-10	34116867
rs674230	rs34634095	0.829466299207561	Fish- and plant-related diet	3e-09	32066663
rs674230	rs11213941	0.819572046237076	Allergic disease (asthma, hay fever or eczema)	3e-18	31361310
rs674230	rs11213941	0.819572046237076	Eczema	8e-14	30595370
rs674230	rs663763	0.8124011663467	Layilin levels	3e-21	36168886
rs674230	rs480293	0.792170548190293	Oily fish consumption	4e-11	32193382
rs674230	rs539524	0.776830694608213	Asthma	1e-10	32296059
rs674230	rs1613778	0.767899133944575	Total bilirubin levels	3e-08	34594039
rs674230	rs542831	0.722708789457406	Asthma	5e-13	31361310
rs674230	rs1784776	0.720314147100366	Asthma	2e-09	32296059
rs674230	rs1784775	0.720314147100366	Asthma	2e-09	30929738
rs674230	rs1784775	0.720314147100366	Asthma (adult onset)	6e-09	30929738
rs674230	rs1789358	0.719041799644811	Asthma	2e-08	34103634
rs674230	rs12791699	0.686611433754424	Pork consumption	9e-09	32066663
rs674230	rs12791699	0.686611433754424	Oily fish consumption	9e-09	32066663
rs674230	rs487985	0.686611433754424	Highest math class taken	1e-08	30038396
rs674230	rs10891286	0.670517249770137	Noncognitive aspects of educational attainment	5e-10	33414549
rs674230	rs4459340	0.666680116749377	Medication use (agents acting on the renin-angiotensin system)	2e-12	31015401
rs674230	rs11213940	0.618108488839477	Nonatopic asthma and/or waist-to-hip ratio adjusted for BMI	2e-13	31669095
rs674230	rs505372	0.614587590375725	Breast cancer	3e-06	29059683
rs674230	rs505372	0.614587590375725	Medication use (beta blocking agents)	2e-08	34594039
rs6746869	rs8207	0.778005006244301	Monocyte count	1e-10	32888493
rs6746869	rs8207	0.778005006244301	Height	2e-18	36224396
rs6746869	rs6738934	0.630325495596745	Vaginal microbiome MetaCyc pathway (PWY-5741|ethylmalonyl-CoA pathway)	3e-07	34282934
rs6759076	rs6759076	1	Juvenile osteochondritis dissecans	6e-06	26422391
rs6761095	rs6547740	0.737517759660007	Resistance to COVID-19 infection (Exposed negative vs positive)	3e-08	36662838
rs6761095	rs6547741	0.73674806257879	Oral cavity cancer	4e-08	27749845
rs6761095	rs1528402	0.73674806257879	Resistance to COVID-19 infection (Exposed negative vs positive)	6e-06	36662838
rs6761095	rs2178197	0.709952828276601	Alcohol consumption (drinks per week)	2e-09	30643251
rs6761095	rs4666006	0.686211486901706	Resistance to COVID-19 infection (Exposed negative vs positive)	4e-08	36662838
rs6761095	rs1919126	0.657068531387969	Mean arterial pressure	9e-06	27618448
rs67675428	rs1550057	0.939053353429998	Conduct disorder	4e-06	20585324
rs67675428	rs1550057	0.939053353429998	Bitter taste perception (6-n-propylthiouracil) in obesity with metabolic syndrome	3e-06	31005965
rs67675428	rs34402449	0.938919532119883	Smoking initiation (ever regular vs never regular) (MTAG)	3e-07	30643251
rs67675428	rs17007017	0.608827996980029	Conduct disorder	7e-06	20585324
rs6773232	rs6442487	0.658012635844587	Height	4e-58	36224396
rs67744575	rs2868708	0.906686356328718	Lymphocyte count	3e-11	34469753
rs67744575	rs2868708	0.906686356328718	White blood cell count	1e-09	30595370
rs67744575	rs6831339	0.903437022404678	High density lipoprotein cholesterol levels	9e-09	34887591
rs67744575	rs6535419	0.858788350897931	Pulse pressure	6e-10	30578418
rs67744575	rs116142917	0.827331986266373	Lymphocyte count	7e-18	32888494
rs67744575	rs6823199	0.817432533078708	Pulse pressure	4e-14	30224653
rs67744575	rs13111599	0.806200623306028	HDL cholesterol levels	3e-09	32203549
rs67744575	rs13111599	0.806200623306028	Apolipoprotein A1 levels	4e-08	32203549
rs67744575	rs11099563	0.751938261762805	High density lipoprotein cholesterol levels	3e-11	34887591
rs67744575	rs28528763	0.732075631938953	White blood cell count	7e-12	32888494
rs67744575	rs4302451	0.731369238141348	Eosinophil counts	2e-09	30595370
rs67744575	rs35895091	0.690514670314218	Cardiovascular disease	1e-07	30595370
rs67744575	rs7662402	0.64229189110434	Brain morphology (MOSTest)	3e-08	35164939
rs6775710	rs4681679	0.992068226560984	Systemic lupus erythematosus (MTAG)	3e-11	36750564
rs6775710	rs11719450	0.952692897314339	Hemoglobin concentration	2e-09	27863252
rs6775710	rs11719450	0.952692897314339	Hemoglobin levels	2e-16	32327693
rs6775710	rs56384862	0.939708016901768	Body mass index	8e-12	29273807
rs6775710	rs56384862	0.939708016901768	Body mass index	3e-06	30108127
rs6775710	rs56384862	0.939708016901768	Hemoglobin levels	1e-16	32327693
rs6775710	rs56384862	0.939708016901768	Body mass index	3e-14	36581621
rs6775710	rs6775517	0.891466342725766	Hematocrit	1e-17	34594039
rs6775710	rs7610312	0.887535288599035	Red blood cell count	5e-09	27863252
rs6775710	rs57700771	0.883610330464417	Red blood cell count	9e-21	30595370
rs6775710	rs11705721	0.869187866949396	Type 1 diabetes autoantibodies in high risk HLA genotype individuals (time to event)	9e-06	29310926
rs6775710	rs11130638	0.869187866949396	Hemoglobin concentration	2e-23	32888493
rs6775710	rs34579268	0.862788476133389	Hematocrit	5e-30	32888493
rs6775710	rs34579268	0.862788476133389	Hematocrit	2e-27	32888493
rs6775710	rs34579268	0.862788476133389	Hemoglobin concentration	5e-26	32888493
rs6775710	rs55692656	0.833177318393976	vWF levels	3e-08	30586737
rs6775710	rs55692656	0.833177318393976	vWF levels	6e-09	30586737
rs6775710	rs55704295	0.808909879538636	Red blood cell count	8e-26	32888493
rs6775710	rs55704295	0.808909879538636	Red blood cell count	5e-23	32888493
rs6775710	rs55704295	0.808909879538636	Serum total protein level	2e-29	34594039
rs6775710	rs11922478	0.787768402167796	Semaphorin-6B levels	4e-12	34648354
rs6775710	rs6445969	0.776333448425951	Serum 25-Hydroxyvitamin D levels	1e-08	32242144
rs6775710	rs11708895	0.766704811117492	Red blood cell count	1e-20	32888494
rs6775710	rs55954186	0.761856701526075	vWF levels	5e-09	30586737
rs6775710	rs55954186	0.761856701526075	vWF levels	9e-09	30586737
rs6775710	rs7431952	0.697555055925862	Hemoglobin levels	1e-12	32327693
rs6775710	rs9311676	0.632540857485396	Systemic lupus erythematosus	5e-06	27399966
rs6775710	rs9311676	0.632540857485396	Systemic lupus erythematosus	3e-14	26502338
rs6775710	rs9311676	0.632540857485396	Waist circumference adjusted for body mass index	3e-08	34021172
rs6775710	rs9822855	0.622985311108345	Educational attainment	9e-120	35361970
rs67904096	rs7610312	0.997507911336935	Red blood cell count	5e-09	27863252
rs67904096	rs6775517	0.996270689626915	Hematocrit	1e-17	34594039
rs67904096	rs57700771	0.991285016954891	Red blood cell count	9e-21	30595370
rs67904096	rs11705721	0.976750802846984	Type 1 diabetes autoantibodies in high risk HLA genotype individuals (time to event)	9e-06	29310926
rs67904096	rs11130638	0.974305051875382	Hemoglobin concentration	2e-23	32888493
rs67904096	rs34579268	0.967156024230531	Hematocrit	5e-30	32888493
rs67904096	rs34579268	0.967156024230531	Hematocrit	2e-27	32888493
rs67904096	rs34579268	0.967156024230531	Hemoglobin concentration	5e-26	32888493
rs67904096	rs55704295	0.922630888282085	Red blood cell count	8e-26	32888493
rs67904096	rs55704295	0.922630888282085	Red blood cell count	5e-23	32888493
rs67904096	rs55704295	0.922630888282085	Serum total protein level	2e-29	34594039
rs67904096	rs4681679	0.892497092737587	Systemic lupus erythematosus (MTAG)	3e-11	36750564
rs67904096	rs11719450	0.866103610127891	Hemoglobin concentration	2e-09	27863252
rs67904096	rs11719450	0.866103610127891	Hemoglobin levels	2e-16	32327693
rs67904096	rs56384862	0.854601824873443	Body mass index	8e-12	29273807
rs67904096	rs56384862	0.854601824873443	Body mass index	3e-06	30108127
rs67904096	rs56384862	0.854601824873443	Hemoglobin levels	1e-16	32327693
